geo,geo_label,TIME_PERIOD,OBS_VALUE,OBS_FLAG
AL01,Veri,2009,,
AL01,Veri,2010,,
AL01,Veri,2011,,
AL01,Veri,2012,,
AL01,Veri,2013,,
AL01,Veri,2014,,
AL01,Veri,2015,,
AL01,Veri,2016,,
AL01,Veri,2017,,
AL01,Veri,2018,,
AL01,Veri,2019,78.7,
AL01,Veri,2020,77.3,
AL02,Qender,2009,,
AL02,Qender,2010,,
AL02,Qender,2011,,
AL02,Qender,2012,,
AL02,Qender,2013,,
AL02,Qender,2014,,
AL02,Qender,2015,,
AL02,Qender,2016,,
AL02,Qender,2017,,
AL02,Qender,2018,,
AL02,Qender,2019,81.6,
AL02,Qender,2020,78.9,
AL03,Jug,2009,,
AL03,Jug,2010,,
AL03,Jug,2011,,
AL03,Jug,2012,,
AL03,Jug,2013,,
AL03,Jug,2014,,
AL03,Jug,2015,,
AL03,Jug,2016,,
AL03,Jug,2017,,
AL03,Jug,2018,,
AL03,Jug,2019,77.4,
AL03,Jug,2020,76.2,
AT11,Burgenland (AT),2009,80.9,
AT11,Burgenland (AT),2010,80.9,
AT11,Burgenland (AT),2011,81.2,
AT11,Burgenland (AT),2012,80.6,
AT11,Burgenland (AT),2013,81.1,
AT11,Burgenland (AT),2014,81.4,
AT11,Burgenland (AT),2015,81.2,
AT11,Burgenland (AT),2016,81.4,
AT11,Burgenland (AT),2017,81.5,
AT11,Burgenland (AT),2018,81.5,
AT11,Burgenland (AT),2019,81.9,
AT11,Burgenland (AT),2020,81.8,
AT12,Niederösterreich,2009,80.1,
AT12,Niederösterreich,2010,80.5,
AT12,Niederösterreich,2011,80.8,
AT12,Niederösterreich,2012,80.6,
AT12,Niederösterreich,2013,81,
AT12,Niederösterreich,2014,81.3,
AT12,Niederösterreich,2015,81,
AT12,Niederösterreich,2016,81.4,
AT12,Niederösterreich,2017,81.6,
AT12,Niederösterreich,2018,81.5,
AT12,Niederösterreich,2019,81.7,
AT12,Niederösterreich,2020,81.3,
AT13,Wien,2009,79.4,
AT13,Wien,2010,79.6,
AT13,Wien,2011,80.1,
AT13,Wien,2012,80.1,
AT13,Wien,2013,80.1,
AT13,Wien,2014,80.5,
AT13,Wien,2015,80.4,
AT13,Wien,2016,80.9,
AT13,Wien,2017,80.8,
AT13,Wien,2018,80.6,
AT13,Wien,2019,81.1,
AT13,Wien,2020,80.2,
AT21,Kärnten,2009,80.8,
AT21,Kärnten,2010,81,
AT21,Kärnten,2011,81.4,
AT21,Kärnten,2012,81.2,
AT21,Kärnten,2013,81.7,
AT21,Kärnten,2014,81.8,
AT21,Kärnten,2015,81.4,
AT21,Kärnten,2016,81.8,
AT21,Kärnten,2017,81.9,
AT21,Kärnten,2018,81.6,
AT21,Kärnten,2019,82.2,
AT21,Kärnten,2020,81.4,
AT22,Steiermark,2009,80.6,
AT22,Steiermark,2010,81,
AT22,Steiermark,2011,81.4,
AT22,Steiermark,2012,81.5,
AT22,Steiermark,2013,81.8,
AT22,Steiermark,2014,82,
AT22,Steiermark,2015,81.3,
AT22,Steiermark,2016,82.1,
AT22,Steiermark,2017,81.8,
AT22,Steiermark,2018,82.2,
AT22,Steiermark,2019,82.2,
AT22,Steiermark,2020,81.1,
AT31,Oberösterreich,2009,80.8,
AT31,Oberösterreich,2010,81,
AT31,Oberösterreich,2011,81.5,
AT31,Oberösterreich,2012,81.5,
AT31,Oberösterreich,2013,81.4,
AT31,Oberösterreich,2014,82,
AT31,Oberösterreich,2015,81.5,
AT31,Oberösterreich,2016,82.2,
AT31,Oberösterreich,2017,82,
AT31,Oberösterreich,2018,82.2,
AT31,Oberösterreich,2019,82.3,
AT31,Oberösterreich,2020,81.7,
AT32,Salzburg,2009,81.4,
AT32,Salzburg,2010,81.6,
AT32,Salzburg,2011,81.9,
AT32,Salzburg,2012,82.1,
AT32,Salzburg,2013,82.2,
AT32,Salzburg,2014,82.6,
AT32,Salzburg,2015,82.4,
AT32,Salzburg,2016,82.7,
AT32,Salzburg,2017,82.4,
AT32,Salzburg,2018,82.9,
AT32,Salzburg,2019,82.8,
AT32,Salzburg,2020,82.2,
AT33,Tirol,2009,81.6,
AT33,Tirol,2010,81.9,
AT33,Tirol,2011,82.3,
AT33,Tirol,2012,82.2,
AT33,Tirol,2013,82.4,
AT33,Tirol,2014,82.8,
AT33,Tirol,2015,82.4,
AT33,Tirol,2016,82.8,
AT33,Tirol,2017,83.2,
AT33,Tirol,2018,83,
AT33,Tirol,2019,83,
AT33,Tirol,2020,82.4,
AT34,Vorarlberg,2009,81.7,
AT34,Vorarlberg,2010,82,
AT34,Vorarlberg,2011,82.5,
AT34,Vorarlberg,2012,82.2,
AT34,Vorarlberg,2013,82.3,
AT34,Vorarlberg,2014,83.1,
AT34,Vorarlberg,2015,82.4,
AT34,Vorarlberg,2016,82.7,
AT34,Vorarlberg,2017,82.4,
AT34,Vorarlberg,2018,82.9,
AT34,Vorarlberg,2019,83.3,
AT34,Vorarlberg,2020,82.5,
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2009,79.9,
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2010,80.2,
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2011,80.8,
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2012,80.1,
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2013,80.6,
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2014,81.1,
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2015,80.9,
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2016,81.3,
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2017,81.2,
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2018,81.5,
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2019,81.6,
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2020,79.4,
BE21,Prov. Antwerpen,2009,80.9,
BE21,Prov. Antwerpen,2010,81.1,
BE21,Prov. Antwerpen,2011,81.6,
BE21,Prov. Antwerpen,2012,81.1,
BE21,Prov. Antwerpen,2013,81.5,
BE21,Prov. Antwerpen,2014,82.2,
BE21,Prov. Antwerpen,2015,82,
BE21,Prov. Antwerpen,2016,82.4,
BE21,Prov. Antwerpen,2017,82.4,
BE21,Prov. Antwerpen,2018,82.5,
BE21,Prov. Antwerpen,2019,83,
BE21,Prov. Antwerpen,2020,82,
BE22,Prov. Limburg (BE),2009,81.2,
BE22,Prov. Limburg (BE),2010,81.5,
BE22,Prov. Limburg (BE),2011,81.7,
BE22,Prov. Limburg (BE),2012,81.6,
BE22,Prov. Limburg (BE),2013,82.1,
BE22,Prov. Limburg (BE),2014,82.7,
BE22,Prov. Limburg (BE),2015,82.5,
BE22,Prov. Limburg (BE),2016,82.9,
BE22,Prov. Limburg (BE),2017,83.1,
BE22,Prov. Limburg (BE),2018,83.1,
BE22,Prov. Limburg (BE),2019,83.3,
BE22,Prov. Limburg (BE),2020,82.3,
BE23,Prov. Oost-Vlaanderen,2009,80.4,
BE23,Prov. Oost-Vlaanderen,2010,80.8,
BE23,Prov. Oost-Vlaanderen,2011,81,
BE23,Prov. Oost-Vlaanderen,2012,80.9,
BE23,Prov. Oost-Vlaanderen,2013,81.1,
BE23,Prov. Oost-Vlaanderen,2014,82.1,
BE23,Prov. Oost-Vlaanderen,2015,81.5,
BE23,Prov. Oost-Vlaanderen,2016,82.2,
BE23,Prov. Oost-Vlaanderen,2017,82.2,
BE23,Prov. Oost-Vlaanderen,2018,82.3,
BE23,Prov. Oost-Vlaanderen,2019,82.6,
BE23,Prov. Oost-Vlaanderen,2020,81.8,
BE24,Prov. Vlaams-Brabant,2009,81.5,
BE24,Prov. Vlaams-Brabant,2010,81.7,
BE24,Prov. Vlaams-Brabant,2011,82.1,
BE24,Prov. Vlaams-Brabant,2012,81.9,
BE24,Prov. Vlaams-Brabant,2013,82,
BE24,Prov. Vlaams-Brabant,2014,82.6,
BE24,Prov. Vlaams-Brabant,2015,82.5,
BE24,Prov. Vlaams-Brabant,2016,82.9,
BE24,Prov. Vlaams-Brabant,2017,83,
BE24,Prov. Vlaams-Brabant,2018,83,
BE24,Prov. Vlaams-Brabant,2019,83.4,
BE24,Prov. Vlaams-Brabant,2020,82.6,
BE25,Prov. West-Vlaanderen,2009,80.9,
BE25,Prov. West-Vlaanderen,2010,81.1,
BE25,Prov. West-Vlaanderen,2011,81.6,
BE25,Prov. West-Vlaanderen,2012,81.6,
BE25,Prov. West-Vlaanderen,2013,81.5,
BE25,Prov. West-Vlaanderen,2014,82.3,
BE25,Prov. West-Vlaanderen,2015,82,
BE25,Prov. West-Vlaanderen,2016,82.7,
BE25,Prov. West-Vlaanderen,2017,82.4,
BE25,Prov. West-Vlaanderen,2018,82.6,
BE25,Prov. West-Vlaanderen,2019,83.2,
BE25,Prov. West-Vlaanderen,2020,81.9,
BE31,Prov. Brabant wallon,2009,80.9,
BE31,Prov. Brabant wallon,2010,81.1,
BE31,Prov. Brabant wallon,2011,81.3,
BE31,Prov. Brabant wallon,2012,81,
BE31,Prov. Brabant wallon,2013,82,
BE31,Prov. Brabant wallon,2014,81.7,
BE31,Prov. Brabant wallon,2015,81.7,
BE31,Prov. Brabant wallon,2016,82.4,
BE31,Prov. Brabant wallon,2017,82.1,
BE31,Prov. Brabant wallon,2018,82.7,
BE31,Prov. Brabant wallon,2019,83,
BE31,Prov. Brabant wallon,2020,81.9,
BE32,Prov. Hainaut,2009,77.8,
BE32,Prov. Hainaut,2010,78,
BE32,Prov. Hainaut,2011,78.2,
BE32,Prov. Hainaut,2012,78.2,
BE32,Prov. Hainaut,2013,78.3,
BE32,Prov. Hainaut,2014,78.9,
BE32,Prov. Hainaut,2015,78.6,
BE32,Prov. Hainaut,2016,78.8,
BE32,Prov. Hainaut,2017,79.4,
BE32,Prov. Hainaut,2018,79.1,
BE32,Prov. Hainaut,2019,79.6,
BE32,Prov. Hainaut,2020,78,
BE33,Prov. Liège,2009,78.8,
BE33,Prov. Liège,2010,78.9,
BE33,Prov. Liège,2011,79,
BE33,Prov. Liège,2012,79.2,
BE33,Prov. Liège,2013,79.4,
BE33,Prov. Liège,2014,79.9,
BE33,Prov. Liège,2015,79.4,
BE33,Prov. Liège,2016,80,
BE33,Prov. Liège,2017,79.9,
BE33,Prov. Liège,2018,80,
BE33,Prov. Liège,2019,80.6,
BE33,Prov. Liège,2020,78.6,
BE34,Prov. Luxembourg (BE),2009,78.8,
BE34,Prov. Luxembourg (BE),2010,78.9,
BE34,Prov. Luxembourg (BE),2011,79.4,
BE34,Prov. Luxembourg (BE),2012,79.4,
BE34,Prov. Luxembourg (BE),2013,79.2,
BE34,Prov. Luxembourg (BE),2014,80.5,
BE34,Prov. Luxembourg (BE),2015,80.1,
BE34,Prov. Luxembourg (BE),2016,79.9,
BE34,Prov. Luxembourg (BE),2017,80.3,
BE34,Prov. Luxembourg (BE),2018,80.6,
BE34,Prov. Luxembourg (BE),2019,80.6,
BE34,Prov. Luxembourg (BE),2020,79.9,
BE35,Prov. Namur,2009,78.7,
BE35,Prov. Namur,2010,78.8,
BE35,Prov. Namur,2011,79.2,
BE35,Prov. Namur,2012,78.7,
BE35,Prov. Namur,2013,78.7,
BE35,Prov. Namur,2014,79.4,
BE35,Prov. Namur,2015,79.3,
BE35,Prov. Namur,2016,79.7,
BE35,Prov. Namur,2017,79.7,
BE35,Prov. Namur,2018,79.9,
BE35,Prov. Namur,2019,80.3,
BE35,Prov. Namur,2020,79.3,
BG31,Severozapaden,2009,72.9,
BG31,Severozapaden,2010,72.7,
BG31,Severozapaden,2011,73,
BG31,Severozapaden,2012,72.9,
BG31,Severozapaden,2013,73.7,
BG31,Severozapaden,2014,73,
BG31,Severozapaden,2015,73.5,
BG31,Severozapaden,2016,73.3,
BG31,Severozapaden,2017,73.5,
BG31,Severozapaden,2018,73.6,
BG31,Severozapaden,2019,73.7,
BG31,Severozapaden,2020,72.1,
BG32,Severen tsentralen,2009,73.2,
BG32,Severen tsentralen,2010,73.3,
BG32,Severen tsentralen,2011,73.7,
BG32,Severen tsentralen,2012,73.8,
BG32,Severen tsentralen,2013,74.3,
BG32,Severen tsentralen,2014,74,
BG32,Severen tsentralen,2015,74.1,
BG32,Severen tsentralen,2016,74.4,
BG32,Severen tsentralen,2017,74.2,
BG32,Severen tsentralen,2018,74.4,
BG32,Severen tsentralen,2019,74.6,
BG32,Severen tsentralen,2020,72.8,
BG33,Severoiztochen,2009,73.2,
BG33,Severoiztochen,2010,73.1,
BG33,Severoiztochen,2011,73.9,
BG33,Severoiztochen,2012,74,
BG33,Severoiztochen,2013,74.6,
BG33,Severoiztochen,2014,74.4,
BG33,Severoiztochen,2015,74.4,
BG33,Severoiztochen,2016,74.8,
BG33,Severoiztochen,2017,74.7,
BG33,Severoiztochen,2018,74.7,
BG33,Severoiztochen,2019,75,
BG33,Severoiztochen,2020,73.5,
BG34,Yugoiztochen,2009,72.9,
BG34,Yugoiztochen,2010,72.6,
BG34,Yugoiztochen,2011,73.4,
BG34,Yugoiztochen,2012,73.9,
BG34,Yugoiztochen,2013,74.5,
BG34,Yugoiztochen,2014,74,
BG34,Yugoiztochen,2015,74.3,
BG34,Yugoiztochen,2016,74.4,
BG34,Yugoiztochen,2017,74.3,
BG34,Yugoiztochen,2018,74.4,
BG34,Yugoiztochen,2019,74.5,
BG34,Yugoiztochen,2020,73.3,
BG41,Yugozapaden,2009,74.5,
BG41,Yugozapaden,2010,75,
BG41,Yugozapaden,2011,75.2,
BG41,Yugozapaden,2012,75.3,
BG41,Yugozapaden,2013,75.7,
BG41,Yugozapaden,2014,75.3,
BG41,Yugozapaden,2015,75.6,
BG41,Yugozapaden,2016,75.7,
BG41,Yugozapaden,2017,75.7,
BG41,Yugozapaden,2018,75.9,
BG41,Yugozapaden,2019,76,
BG41,Yugozapaden,2020,74.5,
BG42,Yuzhen tsentralen,2009,74.3,
BG42,Yuzhen tsentralen,2010,74.5,
BG42,Yuzhen tsentralen,2011,74.6,
BG42,Yuzhen tsentralen,2012,74.9,
BG42,Yuzhen tsentralen,2013,75.4,
BG42,Yuzhen tsentralen,2014,75.1,
BG42,Yuzhen tsentralen,2015,74.8,
BG42,Yuzhen tsentralen,2016,75.3,
BG42,Yuzhen tsentralen,2017,75.2,
BG42,Yuzhen tsentralen,2018,75.5,
BG42,Yuzhen tsentralen,2019,75.6,
BG42,Yuzhen tsentralen,2020,73.9,
CH01,Région lémanique,2009,82.4,
CH01,Région lémanique,2010,82.9,
CH01,Région lémanique,2011,83.3,
CH01,Région lémanique,2012,83.2,
CH01,Région lémanique,2013,83.2,
CH01,Région lémanique,2014,83.9,
CH01,Région lémanique,2015,83.4,
CH01,Région lémanique,2016,84.2,
CH01,Région lémanique,2017,83.9,
CH01,Région lémanique,2018,84.2,
CH01,Région lémanique,2019,84.6,
CH01,Région lémanique,2020,82.8,
CH02,Espace Mittelland,2009,82.1,
CH02,Espace Mittelland,2010,82.3,
CH02,Espace Mittelland,2011,82.3,
CH02,Espace Mittelland,2012,82.4,
CH02,Espace Mittelland,2013,82.5,
CH02,Espace Mittelland,2014,82.9,
CH02,Espace Mittelland,2015,82.6,
CH02,Espace Mittelland,2016,83.1,
CH02,Espace Mittelland,2017,83.1,
CH02,Espace Mittelland,2018,83.3,
CH02,Espace Mittelland,2019,83.6,
CH02,Espace Mittelland,2020,82.9,
CH03,Nordwestschweiz,2009,82.2,
CH03,Nordwestschweiz,2010,82.5,
CH03,Nordwestschweiz,2011,82.8,
CH03,Nordwestschweiz,2012,82.9,
CH03,Nordwestschweiz,2013,82.9,
CH03,Nordwestschweiz,2014,83.3,
CH03,Nordwestschweiz,2015,82.8,
CH03,Nordwestschweiz,2016,83.6,
CH03,Nordwestschweiz,2017,83.8,
CH03,Nordwestschweiz,2018,83.9,
CH03,Nordwestschweiz,2019,84,
CH03,Nordwestschweiz,2020,83.5,
CH04,Zürich,2009,82.6,
CH04,Zürich,2010,82.7,
CH04,Zürich,2011,83,
CH04,Zürich,2012,83,
CH04,Zürich,2013,83,
CH04,Zürich,2014,83.4,
CH04,Zürich,2015,83.2,
CH04,Zürich,2016,83.9,
CH04,Zürich,2017,83.8,
CH04,Zürich,2018,84,
CH04,Zürich,2019,84,
CH04,Zürich,2020,83.6,
CH05,Ostschweiz,2009,82.2,
CH05,Ostschweiz,2010,82.3,
CH05,Ostschweiz,2011,82.6,
CH05,Ostschweiz,2012,82.3,
CH05,Ostschweiz,2013,82.7,
CH05,Ostschweiz,2014,82.8,
CH05,Ostschweiz,2015,82.9,
CH05,Ostschweiz,2016,83.4,
CH05,Ostschweiz,2017,83.5,
CH05,Ostschweiz,2018,83.6,
CH05,Ostschweiz,2019,83.6,
CH05,Ostschweiz,2020,82.7,
CH06,Zentralschweiz,2009,82.2,
CH06,Zentralschweiz,2010,82.8,
CH06,Zentralschweiz,2011,83,
CH06,Zentralschweiz,2012,83.1,
CH06,Zentralschweiz,2013,83.2,
CH06,Zentralschweiz,2014,83.5,
CH06,Zentralschweiz,2015,83.1,
CH06,Zentralschweiz,2016,84,
CH06,Zentralschweiz,2017,84,
CH06,Zentralschweiz,2018,84,
CH06,Zentralschweiz,2019,84.4,
CH06,Zentralschweiz,2020,83.7,
CH07,Ticino,2009,83.7,
CH07,Ticino,2010,83.3,
CH07,Ticino,2011,84,
CH07,Ticino,2012,83.8,
CH07,Ticino,2013,83.8,
CH07,Ticino,2014,84.6,
CH07,Ticino,2015,83.7,
CH07,Ticino,2016,85,
CH07,Ticino,2017,84.4,
CH07,Ticino,2018,85.2,
CH07,Ticino,2019,85,
CH07,Ticino,2020,82.9,
CY00,Kypros,2009,81,
CY00,Kypros,2010,81.5,
CY00,Kypros,2011,81.2,
CY00,Kypros,2012,81.1,
CY00,Kypros,2013,82.5,
CY00,Kypros,2014,82.3,
CY00,Kypros,2015,81.8,
CY00,Kypros,2016,82.7,
CY00,Kypros,2017,82.2,
CY00,Kypros,2018,82.9,
CY00,Kypros,2019,82.3,
CY00,Kypros,2020,82.4,
CZ01,Praha,2009,79.1,
CZ01,Praha,2010,79.3,
CZ01,Praha,2011,79.7,
CZ01,Praha,2012,79.7,
CZ01,Praha,2013,80.1,
CZ01,Praha,2014,80.3,
CZ01,Praha,2015,80.3,
CZ01,Praha,2016,80.6,
CZ01,Praha,2017,80.8,
CZ01,Praha,2018,80.8,
CZ01,Praha,2019,81,
CZ01,Praha,2020,80.3,
CZ02,Strední Cechy,2009,77.2,
CZ02,Strední Cechy,2010,77.7,
CZ02,Strední Cechy,2011,77.9,
CZ02,Strední Cechy,2012,78,
CZ02,Strední Cechy,2013,78.2,
CZ02,Strední Cechy,2014,79,
CZ02,Strední Cechy,2015,78.8,
CZ02,Strední Cechy,2016,79.2,
CZ02,Strední Cechy,2017,79.1,
CZ02,Strední Cechy,2018,79,
CZ02,Strední Cechy,2019,79.4,
CZ02,Strední Cechy,2020,78.5,
CZ03,Jihozápad,2009,77.6,
CZ03,Jihozápad,2010,77.9,
CZ03,Jihozápad,2011,78.1,
CZ03,Jihozápad,2012,78.3,
CZ03,Jihozápad,2013,78.4,
CZ03,Jihozápad,2014,79.1,
CZ03,Jihozápad,2015,78.5,
CZ03,Jihozápad,2016,79.3,
CZ03,Jihozápad,2017,79.2,
CZ03,Jihozápad,2018,79.2,
CZ03,Jihozápad,2019,79.5,
CZ03,Jihozápad,2020,78.6,
CZ04,Severozápad,2009,75.6,
CZ04,Severozápad,2010,75.8,
CZ04,Severozápad,2011,76.3,
CZ04,Severozápad,2012,76.5,
CZ04,Severozápad,2013,76.4,
CZ04,Severozápad,2014,77,
CZ04,Severozápad,2015,76.9,
CZ04,Severozápad,2016,77.2,
CZ04,Severozápad,2017,77.1,
CZ04,Severozápad,2018,77.2,
CZ04,Severozápad,2019,77.7,
CZ04,Severozápad,2020,76.4,
CZ05,Severovýchod,2009,77.9,
CZ05,Severovýchod,2010,78.1,
CZ05,Severovýchod,2011,78.2,
CZ05,Severovýchod,2012,78.3,
CZ05,Severovýchod,2013,78.6,
CZ05,Severovýchod,2014,79.3,
CZ05,Severovýchod,2015,79.1,
CZ05,Severovýchod,2016,79.6,
CZ05,Severovýchod,2017,79.5,
CZ05,Severovýchod,2018,79.4,
CZ05,Severovýchod,2019,79.7,
CZ05,Severovýchod,2020,78.7,
CZ06,Jihovýchod,2009,78.1,
CZ06,Jihovýchod,2010,78.5,
CZ06,Jihovýchod,2011,78.8,
CZ06,Jihovýchod,2012,78.8,
CZ06,Jihovýchod,2013,79.1,
CZ06,Jihovýchod,2014,79.7,
CZ06,Jihovýchod,2015,79.5,
CZ06,Jihovýchod,2016,79.9,
CZ06,Jihovýchod,2017,79.7,
CZ06,Jihovýchod,2018,79.7,
CZ06,Jihovýchod,2019,79.9,
CZ06,Jihovýchod,2020,78.8,
CZ07,Strední Morava,2009,77.2,
CZ07,Strední Morava,2010,77.6,
CZ07,Strední Morava,2011,77.9,
CZ07,Strední Morava,2012,78.2,
CZ07,Strední Morava,2013,78.1,
CZ07,Strední Morava,2014,78.9,
CZ07,Strední Morava,2015,78.6,
CZ07,Strední Morava,2016,78.9,
CZ07,Strední Morava,2017,78.9,
CZ07,Strední Morava,2018,79.1,
CZ07,Strední Morava,2019,79.3,
CZ07,Strední Morava,2020,77.8,
CZ08,Moravskoslezsko,2009,76.2,
CZ08,Moravskoslezsko,2010,76.4,
CZ08,Moravskoslezsko,2011,76.5,
CZ08,Moravskoslezsko,2012,77,
CZ08,Moravskoslezsko,2013,77.1,
CZ08,Moravskoslezsko,2014,77.6,
CZ08,Moravskoslezsko,2015,77.5,
CZ08,Moravskoslezsko,2016,78,
CZ08,Moravskoslezsko,2017,77.8,
CZ08,Moravskoslezsko,2018,78,
CZ08,Moravskoslezsko,2019,77.9,
CZ08,Moravskoslezsko,2020,76.8,
DE11,Stuttgart,2009,81.8,
DE11,Stuttgart,2010,81.8,
DE11,Stuttgart,2011,81.9,
DE11,Stuttgart,2012,81.9,
DE11,Stuttgart,2013,82,
DE11,Stuttgart,2014,82.5,
DE11,Stuttgart,2015,81.9,
DE11,Stuttgart,2016,82.2,
DE11,Stuttgart,2017,82.3,
DE11,Stuttgart,2018,82.3,
DE11,Stuttgart,2019,82.6,
DE11,Stuttgart,2020,82.3,
DE12,Karlsruhe,2009,81.1,
DE12,Karlsruhe,2010,81.4,
DE12,Karlsruhe,2011,81.3,
DE12,Karlsruhe,2012,81.5,
DE12,Karlsruhe,2013,81.6,
DE12,Karlsruhe,2014,81.9,
DE12,Karlsruhe,2015,81.4,
DE12,Karlsruhe,2016,81.6,
DE12,Karlsruhe,2017,81.6,
DE12,Karlsruhe,2018,81.7,
DE12,Karlsruhe,2019,81.8,
DE12,Karlsruhe,2020,81.8,
DE13,Freiburg,2009,81.7,
DE13,Freiburg,2010,82,
DE13,Freiburg,2011,81.9,
DE13,Freiburg,2012,81.9,
DE13,Freiburg,2013,81.8,
DE13,Freiburg,2014,82.2,
DE13,Freiburg,2015,81.9,
DE13,Freiburg,2016,82,
DE13,Freiburg,2017,82.2,
DE13,Freiburg,2018,82.2,
DE13,Freiburg,2019,82.3,
DE13,Freiburg,2020,82.2,
DE14,Tübingen,2009,81.8,
DE14,Tübingen,2010,81.8,
DE14,Tübingen,2011,81.8,
DE14,Tübingen,2012,81.7,
DE14,Tübingen,2013,82.2,
DE14,Tübingen,2014,82.4,
DE14,Tübingen,2015,82,
DE14,Tübingen,2016,82.2,
DE14,Tübingen,2017,82.2,
DE14,Tübingen,2018,82.5,
DE14,Tübingen,2019,82.4,
DE14,Tübingen,2020,82.5,
DE21,Oberbayern,2009,81.5,
DE21,Oberbayern,2010,81.7,
DE21,Oberbayern,2011,81.8,
DE21,Oberbayern,2012,81.9,
DE21,Oberbayern,2013,82.1,
DE21,Oberbayern,2014,82.6,
DE21,Oberbayern,2015,82.1,
DE21,Oberbayern,2016,82.5,
DE21,Oberbayern,2017,82.5,
DE21,Oberbayern,2018,82.7,
DE21,Oberbayern,2019,82.8,
DE21,Oberbayern,2020,82.4,
DE22,Niederbayern,2009,80.1,
DE22,Niederbayern,2010,80.4,
DE22,Niederbayern,2011,80.3,
DE22,Niederbayern,2012,80.7,
DE22,Niederbayern,2013,80.6,
DE22,Niederbayern,2014,80.7,
DE22,Niederbayern,2015,80.4,
DE22,Niederbayern,2016,81,
DE22,Niederbayern,2017,80.9,
DE22,Niederbayern,2018,81.1,
DE22,Niederbayern,2019,81.4,
DE22,Niederbayern,2020,80.8,
DE23,Oberpfalz,2009,80,
DE23,Oberpfalz,2010,80.2,
DE23,Oberpfalz,2011,80.4,
DE23,Oberpfalz,2012,80.4,
DE23,Oberpfalz,2013,80.6,
DE23,Oberpfalz,2014,80.9,
DE23,Oberpfalz,2015,80.5,
DE23,Oberpfalz,2016,80.9,
DE23,Oberpfalz,2017,81,
DE23,Oberpfalz,2018,80.9,
DE23,Oberpfalz,2019,81.3,
DE23,Oberpfalz,2020,80.7,
DE24,Oberfranken,2009,79.7,
DE24,Oberfranken,2010,79.8,
DE24,Oberfranken,2011,80.2,
DE24,Oberfranken,2012,80.1,
DE24,Oberfranken,2013,80.3,
DE24,Oberfranken,2014,81,
DE24,Oberfranken,2015,80.1,
DE24,Oberfranken,2016,80.7,
DE24,Oberfranken,2017,80.5,
DE24,Oberfranken,2018,80.6,
DE24,Oberfranken,2019,81.2,
DE24,Oberfranken,2020,80.7,
DE25,Mittelfranken,2009,80.4,
DE25,Mittelfranken,2010,80.5,
DE25,Mittelfranken,2011,80.6,
DE25,Mittelfranken,2012,80.8,
DE25,Mittelfranken,2013,80.8,
DE25,Mittelfranken,2014,81.2,
DE25,Mittelfranken,2015,80.6,
DE25,Mittelfranken,2016,81.1,
DE25,Mittelfranken,2017,81,
DE25,Mittelfranken,2018,81,
DE25,Mittelfranken,2019,81.3,
DE25,Mittelfranken,2020,80.9,
DE26,Unterfranken,2009,81,
DE26,Unterfranken,2010,81.2,
DE26,Unterfranken,2011,81.2,
DE26,Unterfranken,2012,81.2,
DE26,Unterfranken,2013,81.4,
DE26,Unterfranken,2014,81.9,
DE26,Unterfranken,2015,81.3,
DE26,Unterfranken,2016,81.7,
DE26,Unterfranken,2017,81.7,
DE26,Unterfranken,2018,81.6,
DE26,Unterfranken,2019,82.1,
DE26,Unterfranken,2020,82,
DE27,Schwaben,2009,80.9,
DE27,Schwaben,2010,81.1,
DE27,Schwaben,2011,81.2,
DE27,Schwaben,2012,81.3,
DE27,Schwaben,2013,81.3,
DE27,Schwaben,2014,82,
DE27,Schwaben,2015,81.6,
DE27,Schwaben,2016,81.9,
DE27,Schwaben,2017,82,
DE27,Schwaben,2018,82.1,
DE27,Schwaben,2019,82.1,
DE27,Schwaben,2020,81.8,
DE30,Berlin,2009,80.3,
DE30,Berlin,2010,80.4,
DE30,Berlin,2011,80.3,
DE30,Berlin,2012,80.5,
DE30,Berlin,2013,80.5,
DE30,Berlin,2014,80.9,
DE30,Berlin,2015,80.5,
DE30,Berlin,2016,80.9,
DE30,Berlin,2017,81.2,
DE30,Berlin,2018,80.8,
DE30,Berlin,2019,81.5,
DE30,Berlin,2020,80.9,
DE40,Brandenburg,2009,79.7,
DE40,Brandenburg,2010,79.8,
DE40,Brandenburg,2011,80,
DE40,Brandenburg,2012,80.3,
DE40,Brandenburg,2013,80,
DE40,Brandenburg,2014,80.7,
DE40,Brandenburg,2015,80.3,
DE40,Brandenburg,2016,80.7,
DE40,Brandenburg,2017,80.7,
