geo,geo_label,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ES62,Región de Murcia,2010,81.9,
ES62,Región de Murcia,2011,82,
ES62,Región de Murcia,2012,81.9,
ES62,Región de Murcia,2013,82.7,
ES62,Región de Murcia,2014,82.8,
ES62,Región de Murcia,2015,82.5,
ES62,Región de Murcia,2016,82.9,
ES62,Región de Murcia,2017,82.6,
ES62,Región de Murcia,2018,83,
ES62,Región de Murcia,2019,82.9,
ES62,Región de Murcia,2020,82.4,
ES63,Ciudad de Ceuta,2009,78.2,
ES63,Ciudad de Ceuta,2010,78.6,
ES63,Ciudad de Ceuta,2011,79.5,
ES63,Ciudad de Ceuta,2012,80.7,
ES63,Ciudad de Ceuta,2013,79.7,
ES63,Ciudad de Ceuta,2014,80.6,
ES63,Ciudad de Ceuta,2015,81.1,
ES63,Ciudad de Ceuta,2016,81.4,
ES63,Ciudad de Ceuta,2017,80.3,
ES63,Ciudad de Ceuta,2018,81.5,
ES63,Ciudad de Ceuta,2019,81.4,
ES63,Ciudad de Ceuta,2020,79.8,
ES64,Ciudad de Melilla,2009,81.1,
ES64,Ciudad de Melilla,2010,81.7,
ES64,Ciudad de Melilla,2011,80,
ES64,Ciudad de Melilla,2012,80.5,
ES64,Ciudad de Melilla,2013,81,
ES64,Ciudad de Melilla,2014,80.7,
ES64,Ciudad de Melilla,2015,80.1,
ES64,Ciudad de Melilla,2016,81.2,
ES64,Ciudad de Melilla,2017,81,
ES64,Ciudad de Melilla,2018,80.7,
ES64,Ciudad de Melilla,2019,81.4,
ES64,Ciudad de Melilla,2020,79.3,
ES70,Canarias,2009,81.2,
ES70,Canarias,2010,81.9,
ES70,Canarias,2011,81.6,
ES70,Canarias,2012,81.8,
ES70,Canarias,2013,82.7,
ES70,Canarias,2014,82.5,
ES70,Canarias,2015,82.3,
ES70,Canarias,2016,82.7,
ES70,Canarias,2017,83,
ES70,Canarias,2018,82.6,
ES70,Canarias,2019,83.5,
ES70,Canarias,2020,83.4,
FI19,Länsi-Suomi,2009,80.4,
FI19,Länsi-Suomi,2010,80.6,
FI19,Länsi-Suomi,2011,80.7,
FI19,Länsi-Suomi,2012,81,
FI19,Länsi-Suomi,2013,81.4,
FI19,Länsi-Suomi,2014,81.4,
FI19,Länsi-Suomi,2015,81.8,
FI19,Länsi-Suomi,2016,81.7,
FI19,Länsi-Suomi,2017,81.8,
FI19,Länsi-Suomi,2018,82,
FI19,Länsi-Suomi,2019,82.3,
FI19,Länsi-Suomi,2020,82.3,
FI1B,Helsinki-Uusimaa,2009,80.6,
FI1B,Helsinki-Uusimaa,2010,80.5,
FI1B,Helsinki-Uusimaa,2011,81,
FI1B,Helsinki-Uusimaa,2012,81.1,
FI1B,Helsinki-Uusimaa,2013,81.7,
FI1B,Helsinki-Uusimaa,2014,81.8,
FI1B,Helsinki-Uusimaa,2015,81.9,
FI1B,Helsinki-Uusimaa,2016,82,
FI1B,Helsinki-Uusimaa,2017,82.3,
FI1B,Helsinki-Uusimaa,2018,82.5,
FI1B,Helsinki-Uusimaa,2019,82.6,
FI1B,Helsinki-Uusimaa,2020,82.3,
FI1C,Etelä-Suomi,2009,79.6,
FI1C,Etelä-Suomi,2010,79.9,
FI1C,Etelä-Suomi,2011,80.5,
FI1C,Etelä-Suomi,2012,80.5,
FI1C,Etelä-Suomi,2013,80.8,
FI1C,Etelä-Suomi,2014,81.1,
FI1C,Etelä-Suomi,2015,81.5,
FI1C,Etelä-Suomi,2016,81.3,
FI1C,Etelä-Suomi,2017,81.5,
FI1C,Etelä-Suomi,2018,81.5,
FI1C,Etelä-Suomi,2019,81.7,
FI1C,Etelä-Suomi,2020,81.9,
FI1D,Pohjois- ja Itä-Suomi,2009,79.6,
FI1D,Pohjois- ja Itä-Suomi,2010,79.8,
FI1D,Pohjois- ja Itä-Suomi,2011,80.1,
FI1D,Pohjois- ja Itä-Suomi,2012,80.2,
FI1D,Pohjois- ja Itä-Suomi,2013,80.4,
FI1D,Pohjois- ja Itä-Suomi,2014,80.7,
FI1D,Pohjois- ja Itä-Suomi,2015,81.1,
FI1D,Pohjois- ja Itä-Suomi,2016,81,
FI1D,Pohjois- ja Itä-Suomi,2017,81.1,
FI1D,Pohjois- ja Itä-Suomi,2018,81.1,
FI1D,Pohjois- ja Itä-Suomi,2019,81.5,
FI1D,Pohjois- ja Itä-Suomi,2020,81.5,
FI20,Åland,2009,82,
FI20,Åland,2010,83.2,
FI20,Åland,2011,82.1,
FI20,Åland,2012,79.7,
FI20,Åland,2013,82.5,
FI20,Åland,2014,83,
FI20,Åland,2015,82.5,
FI20,Åland,2016,80.9,
FI20,Åland,2017,84,
FI20,Åland,2018,83.4,
FI20,Åland,2019,83.9,
FI20,Åland,2020,83.3,
FR10,Île de France,2009,83.1,
FR10,Île de France,2010,83.3,
FR10,Île de France,2011,83.6,
FR10,Île de France,2012,83.6,
FR10,Île de France,2013,83.9,
FR10,Île de France,2014,84.4,
FR10,Île de France,2015,83.9,
FR10,Île de France,2016,84.2,
FR10,Île de France,2017,84.3,
FR10,Île de France,2018,84.4,
FR10,Île de France,2019,84.6,
FR10,Île de France,2020,82.7,p
FRB0,Centre - Val de Loire,2009,81.4,
FRB0,Centre - Val de Loire,2010,81.6,
FRB0,Centre - Val de Loire,2011,82.4,
FRB0,Centre - Val de Loire,2012,82.2,
FRB0,Centre - Val de Loire,2013,82.3,
FRB0,Centre - Val de Loire,2014,82.9,
FRB0,Centre - Val de Loire,2015,82.4,
FRB0,Centre - Val de Loire,2016,82.6,
FRB0,Centre - Val de Loire,2017,82.5,
FRB0,Centre - Val de Loire,2018,82.7,
FRB0,Centre - Val de Loire,2019,82.7,
FRB0,Centre - Val de Loire,2020,82.4,p
FRC1,Bourgogne,2009,81.2,
FRC1,Bourgogne,2010,81.5,
FRC1,Bourgogne,2011,81.4,
FRC1,Bourgogne,2012,81.7,
FRC1,Bourgogne,2013,81.9,
FRC1,Bourgogne,2014,82.4,
FRC1,Bourgogne,2015,81.9,
FRC1,Bourgogne,2016,82.2,
FRC1,Bourgogne,2017,82,
FRC1,Bourgogne,2018,82.3,
FRC1,Bourgogne,2019,82.4,
FRC1,Bourgogne,2020,81.7,p
FRC2,Franche-Comté,2009,81.4,
FRC2,Franche-Comté,2010,81.8,
FRC2,Franche-Comté,2011,81.9,
FRC2,Franche-Comté,2012,81.9,
FRC2,Franche-Comté,2013,82.4,
FRC2,Franche-Comté,2014,82.7,
FRC2,Franche-Comté,2015,82.4,
FRC2,Franche-Comté,2016,82.5,
FRC2,Franche-Comté,2017,82.6,
FRC2,Franche-Comté,2018,82.5,
FRC2,Franche-Comté,2019,82.8,
FRC2,Franche-Comté,2020,81.6,p
FRD1,Basse-Normandie,2009,81.2,
FRD1,Basse-Normandie,2010,81.5,
FRD1,Basse-Normandie,2011,82,
FRD1,Basse-Normandie,2012,81.5,
FRD1,Basse-Normandie,2013,82,
FRD1,Basse-Normandie,2014,82.4,
FRD1,Basse-Normandie,2015,82.1,
FRD1,Basse-Normandie,2016,82.3,
FRD1,Basse-Normandie,2017,82.5,
FRD1,Basse-Normandie,2018,82.3,
FRD1,Basse-Normandie,2019,82.5,
FRD1,Basse-Normandie,2020,82.1,p
FRD2,Haute-Normandie,2009,80.3,
FRD2,Haute-Normandie,2010,80.7,
FRD2,Haute-Normandie,2011,81.1,
FRD2,Haute-Normandie,2012,81,
FRD2,Haute-Normandie,2013,81.2,
FRD2,Haute-Normandie,2014,81.5,
FRD2,Haute-Normandie,2015,81.2,
FRD2,Haute-Normandie,2016,81.6,
FRD2,Haute-Normandie,2017,81.6,
FRD2,Haute-Normandie,2018,81.6,
FRD2,Haute-Normandie,2019,81.8,
FRD2,Haute-Normandie,2020,81.1,p
FRE1,Nord-Pas-de-Calais,2009,78.9,
FRE1,Nord-Pas-de-Calais,2010,79.3,
FRE1,Nord-Pas-de-Calais,2011,79.6,
FRE1,Nord-Pas-de-Calais,2012,79.6,
FRE1,Nord-Pas-de-Calais,2013,79.8,
FRE1,Nord-Pas-de-Calais,2014,80.6,
FRE1,Nord-Pas-de-Calais,2015,80.2,
FRE1,Nord-Pas-de-Calais,2016,80.5,
FRE1,Nord-Pas-de-Calais,2017,80.7,
FRE1,Nord-Pas-de-Calais,2018,80.6,
FRE1,Nord-Pas-de-Calais,2019,81.1,
FRE1,Nord-Pas-de-Calais,2020,80.4,p
FRE2,Picardie,2009,79.6,
FRE2,Picardie,2010,80.1,
FRE2,Picardie,2011,80.4,
FRE2,Picardie,2012,80.3,
FRE2,Picardie,2013,80.6,
FRE2,Picardie,2014,81.1,
FRE2,Picardie,2015,80.7,
FRE2,Picardie,2016,81,
FRE2,Picardie,2017,81.1,
FRE2,Picardie,2018,81.2,
FRE2,Picardie,2019,81.4,
FRE2,Picardie,2020,80.4,p
FRF1,Alsace,2009,81.3,
FRF1,Alsace,2010,81.8,
FRF1,Alsace,2011,82.4,
FRF1,Alsace,2012,82.4,
FRF1,Alsace,2013,82.3,
FRF1,Alsace,2014,82.8,
FRF1,Alsace,2015,82.4,
FRF1,Alsace,2016,82.9,
FRF1,Alsace,2017,82.9,
FRF1,Alsace,2018,82.7,
FRF1,Alsace,2019,83.3,
FRF1,Alsace,2020,81.8,p
FRF2,Champagne-Ardenne,2009,80.2,
FRF2,Champagne-Ardenne,2010,80.8,
FRF2,Champagne-Ardenne,2011,81.3,
FRF2,Champagne-Ardenne,2012,81,
FRF2,Champagne-Ardenne,2013,81.1,
FRF2,Champagne-Ardenne,2014,81.9,
FRF2,Champagne-Ardenne,2015,81.3,
FRF2,Champagne-Ardenne,2016,81.5,
FRF2,Champagne-Ardenne,2017,81.5,
FRF2,Champagne-Ardenne,2018,81.6,
FRF2,Champagne-Ardenne,2019,81.8,
FRF2,Champagne-Ardenne,2020,81,p
FRF3,Lorraine,2009,80.6,
FRF3,Lorraine,2010,80.8,
FRF3,Lorraine,2011,81.2,
FRF3,Lorraine,2012,81.2,
FRF3,Lorraine,2013,81.5,
FRF3,Lorraine,2014,81.9,
FRF3,Lorraine,2015,81.5,
FRF3,Lorraine,2016,81.7,
FRF3,Lorraine,2017,81.9,
FRF3,Lorraine,2018,81.9,
FRF3,Lorraine,2019,82,
FRF3,Lorraine,2020,81,p
FRG0,Pays-de-la-Loire,2009,82.1,
FRG0,Pays-de-la-Loire,2010,82.5,
FRG0,Pays-de-la-Loire,2011,82.9,
FRG0,Pays-de-la-Loire,2012,82.6,
FRG0,Pays-de-la-Loire,2013,82.9,
FRG0,Pays-de-la-Loire,2014,83.5,
FRG0,Pays-de-la-Loire,2015,82.8,
FRG0,Pays-de-la-Loire,2016,83.2,
FRG0,Pays-de-la-Loire,2017,83.1,
FRG0,Pays-de-la-Loire,2018,83.3,
FRG0,Pays-de-la-Loire,2019,83.4,
FRG0,Pays-de-la-Loire,2020,83.2,p
FRH0,Bretagne,2009,80.9,
FRH0,Bretagne,2010,81.1,
FRH0,Bretagne,2011,81.5,
FRH0,Bretagne,2012,81.4,
FRH0,Bretagne,2013,81.7,
FRH0,Bretagne,2014,82.3,
FRH0,Bretagne,2015,81.9,
FRH0,Bretagne,2016,82,
FRH0,Bretagne,2017,82.2,
FRH0,Bretagne,2018,82.2,
FRH0,Bretagne,2019,82.5,
FRH0,Bretagne,2020,82.6,p
FRI1,Aquitaine,2009,82.1,
FRI1,Aquitaine,2010,82.3,
FRI1,Aquitaine,2011,83.1,
FRI1,Aquitaine,2012,82.5,
FRI1,Aquitaine,2013,82.9,
FRI1,Aquitaine,2014,83.1,
FRI1,Aquitaine,2015,82.9,
FRI1,Aquitaine,2016,83.3,
FRI1,Aquitaine,2017,83,
FRI1,Aquitaine,2018,83.3,
FRI1,Aquitaine,2019,83.4,
FRI1,Aquitaine,2020,83.5,p
FRI2,Limousin,2009,81.4,
FRI2,Limousin,2010,81.6,
FRI2,Limousin,2011,81.8,
FRI2,Limousin,2012,82.1,
FRI2,Limousin,2013,82.1,
FRI2,Limousin,2014,82.7,
FRI2,Limousin,2015,81.9,
FRI2,Limousin,2016,82.3,
FRI2,Limousin,2017,82.7,
FRI2,Limousin,2018,82.4,
FRI2,Limousin,2019,82.3,
FRI2,Limousin,2020,82.5,p
FRI3,Poitou-Charentes,2009,81.7,
FRI3,Poitou-Charentes,2010,82,
FRI3,Poitou-Charentes,2011,82.2,
FRI3,Poitou-Charentes,2012,82.1,
FRI3,Poitou-Charentes,2013,82.1,
FRI3,Poitou-Charentes,2014,83.2,
FRI3,Poitou-Charentes,2015,82.6,
FRI3,Poitou-Charentes,2016,82.6,
FRI3,Poitou-Charentes,2017,82.7,
FRI3,Poitou-Charentes,2018,82.7,
FRI3,Poitou-Charentes,2019,82.8,
FRI3,Poitou-Charentes,2020,82.8,p
FRJ1,Languedoc-Roussillon,2009,81.5,
FRJ1,Languedoc-Roussillon,2010,81.8,
FRJ1,Languedoc-Roussillon,2011,82.2,
FRJ1,Languedoc-Roussillon,2012,82.1,
FRJ1,Languedoc-Roussillon,2013,82.5,
FRJ1,Languedoc-Roussillon,2014,82.8,
FRJ1,Languedoc-Roussillon,2015,82.5,
FRJ1,Languedoc-Roussillon,2016,82.7,
FRJ1,Languedoc-Roussillon,2017,82.8,
FRJ1,Languedoc-Roussillon,2018,82.6,
FRJ1,Languedoc-Roussillon,2019,83.1,
FRJ1,Languedoc-Roussillon,2020,82.7,p
FRJ2,Midi-Pyrénées,2009,82.6,
FRJ2,Midi-Pyrénées,2010,82.8,
FRJ2,Midi-Pyrénées,2011,83.3,
FRJ2,Midi-Pyrénées,2012,83,
FRJ2,Midi-Pyrénées,2013,83.4,
FRJ2,Midi-Pyrénées,2014,83.7,
FRJ2,Midi-Pyrénées,2015,83.4,
FRJ2,Midi-Pyrénées,2016,83.7,
FRJ2,Midi-Pyrénées,2017,83.4,
FRJ2,Midi-Pyrénées,2018,83.7,
FRJ2,Midi-Pyrénées,2019,83.8,
FRJ2,Midi-Pyrénées,2020,83.6,p
FRK1,Auvergne,2009,80.8,
FRK1,Auvergne,2010,81.2,
FRK1,Auvergne,2011,81.6,
FRK1,Auvergne,2012,81.5,
FRK1,Auvergne,2013,81.9,
FRK1,Auvergne,2014,82.5,
FRK1,Auvergne,2015,82.1,
FRK1,Auvergne,2016,82.3,
FRK1,Auvergne,2017,82.3,
FRK1,Auvergne,2018,82.5,
FRK1,Auvergne,2019,82.5,
FRK1,Auvergne,2020,82.1,p
FRK2,Rhône-Alpes,2009,82.6,
FRK2,Rhône-Alpes,2010,83,
FRK2,Rhône-Alpes,2011,83.5,
FRK2,Rhône-Alpes,2012,83.2,
FRK2,Rhône-Alpes,2013,83.5,
FRK2,Rhône-Alpes,2014,84,
FRK2,Rhône-Alpes,2015,83.5,
FRK2,Rhône-Alpes,2016,83.9,
FRK2,Rhône-Alpes,2017,83.9,
FRK2,Rhône-Alpes,2018,84.1,
FRK2,Rhône-Alpes,2019,84.1,
FRK2,Rhône-Alpes,2020,82.8,p
FRL0,Provence-Alpes-Côte d'Azur,2009,82.2,
FRL0,Provence-Alpes-Côte d'Azur,2010,82.5,
FRL0,Provence-Alpes-Côte d'Azur,2011,82.9,
FRL0,Provence-Alpes-Côte d'Azur,2012,82.7,
FRL0,Provence-Alpes-Côte d'Azur,2013,83,
FRL0,Provence-Alpes-Côte d'Azur,2014,83.4,
FRL0,Provence-Alpes-Côte d'Azur,2015,82.8,
FRL0,Provence-Alpes-Côte d'Azur,2016,83.1,
FRL0,Provence-Alpes-Côte d'Azur,2017,83.1,
FRL0,Provence-Alpes-Côte d'Azur,2018,83.4,
FRL0,Provence-Alpes-Côte d'Azur,2019,83.4,
FRL0,Provence-Alpes-Côte d'Azur,2020,83,p
FRM0,Corse,2009,81.8,
FRM0,Corse,2010,81.7,
FRM0,Corse,2011,82.3,
FRM0,Corse,2012,83.1,
FRM0,Corse,2013,82.5,
FRM0,Corse,2014,83.2,
FRM0,Corse,2015,83.3,
FRM0,Corse,2016,83.5,
FRM0,Corse,2017,83.7,
FRM0,Corse,2018,84.2,
FRM0,Corse,2019,84,
FRM0,Corse,2020,84,p
FRY1,Guadeloupe,2009,,
FRY1,Guadeloupe,2010,,
FRY1,Guadeloupe,2011,,
FRY1,Guadeloupe,2012,,
FRY1,Guadeloupe,2013,,
FRY1,Guadeloupe,2014,80.6,
FRY1,Guadeloupe,2015,,
FRY1,Guadeloupe,2016,81.6,
FRY1,Guadeloupe,2017,,
FRY1,Guadeloupe,2018,,
FRY1,Guadeloupe,2019,81.8,
FRY1,Guadeloupe,2020,80.6,p
FRY2,Martinique,2009,81.9,
FRY2,Martinique,2010,81.9,
FRY2,Martinique,2011,82.9,
FRY2,Martinique,2012,82.8,
FRY2,Martinique,2013,,
FRY2,Martinique,2014,81.5,
FRY2,Martinique,2015,82.8,
FRY2,Martinique,2016,82,
FRY2,Martinique,2017,82.4,
FRY2,Martinique,2018,82.6,
FRY2,Martinique,2019,82.1,
FRY2,Martinique,2020,81.9,p
FRY3,Guyane,2009,,
FRY3,Guyane,2010,79,
FRY3,Guyane,2011,,
FRY3,Guyane,2012,79.3,
FRY3,Guyane,2013,80.5,
FRY3,Guyane,2014,,
FRY3,Guyane,2015,,
FRY3,Guyane,2016,80.4,
FRY3,Guyane,2017,79.8,
FRY3,Guyane,2018,,
FRY3,Guyane,2019,,
FRY3,Guyane,2020,,
FRY4,La Réunion,2009,79.2,
FRY4,La Réunion,2010,79.3,
FRY4,La Réunion,2011,80.6,
FRY4,La Réunion,2012,80.5,
FRY4,La Réunion,2013,80.8,
FRY4,La Réunion,2014,81,
FRY4,La Réunion,2015,80.9,
FRY4,La Réunion,2016,81,
FRY4,La Réunion,2017,81.4,
FRY4,La Réunion,2018,81,
FRY4,La Réunion,2019,81.3,
FRY4,La Réunion,2020,81.9,p
FRY5,Mayotte,2009,,
FRY5,Mayotte,2010,,
FRY5,Mayotte,2011,,
FRY5,Mayotte,2012,,
FRY5,Mayotte,2013,,
FRY5,Mayotte,2014,77,
FRY5,Mayotte,2015,76.8,
FRY5,Mayotte,2016,,
FRY5,Mayotte,2017,75.7,
FRY5,Mayotte,2018,76.1,
FRY5,Mayotte,2019,75.9,
FRY5,Mayotte,2020,73.3,p
HR03,Jadranska Hrvatska,2009,77.9,
HR03,Jadranska Hrvatska,2010,78.2,
HR03,Jadranska Hrvatska,2011,78.6,
HR03,Jadranska Hrvatska,2012,78.6,
HR03,Jadranska Hrvatska,2013,79.3,
HR03,Jadranska Hrvatska,2014,79.3,
HR03,Jadranska Hrvatska,2015,78.6,
HR03,Jadranska Hrvatska,2016,79.4,
HR03,Jadranska Hrvatska,2017,78.9,
HR03,Jadranska Hrvatska,2018,79.4,
HR03,Jadranska Hrvatska,2019,79.9,
HR03,Jadranska Hrvatska,2020,79.3,
HR04,Kontinentalna Hrvatska (NUTS 2016),2009,75.5,
HR04,Kontinentalna Hrvatska (NUTS 2016),2010,76,
HR04,Kontinentalna Hrvatska (NUTS 2016),2011,76.5,
HR04,Kontinentalna Hrvatska (NUTS 2016),2012,76.7,
HR04,Kontinentalna Hrvatska (NUTS 2016),2013,77.1,
HR04,Kontinentalna Hrvatska (NUTS 2016),2014,77.2,
HR04,Kontinentalna Hrvatska (NUTS 2016),2015,76.9,
HR04,Kontinentalna Hrvatska (NUTS 2016),2016,77.6,
HR04,Kontinentalna Hrvatska (NUTS 2016),2017,77.5,
HR04,Kontinentalna Hrvatska (NUTS 2016),2018,77.6,
HR04,Kontinentalna Hrvatska (NUTS 2016),2019,77.9,
HR04,Kontinentalna Hrvatska (NUTS 2016),2020,,
HU11,Budapest,2009,76.7,
HU11,Budapest,2010,76.9,
HU11,Budapest,2011,77.1,
HU11,Budapest,2012,77.5,
HU11,Budapest,2013,,
HU11,Budapest,2014,78.3,
HU11,Budapest,2015,77.8,
HU11,Budapest,2016,78.3,
HU11,Budapest,2017,78.2,
HU11,Budapest,2018,78.4,
HU11,Budapest,2019,78.7,
HU11,Budapest,2020,77.9,
HU12,Pest,2009,74.8,
HU12,Pest,2010,75.2,
HU12,Pest,2011,75.5,
HU12,Pest,2012,75.4,
HU12,Pest,2013,,
HU12,Pest,2014,76.2,
HU12,Pest,2015,75.8,
HU12,Pest,2016,76.5,
HU12,Pest,2017,76.1,
HU12,Pest,2018,76.4,
HU12,Pest,2019,76.9,
HU12,Pest,2020,76,
HU21,Közép-Dunántúl,2009,74,
HU21,Közép-Dunántúl,2010,74.7,
HU21,Közép-Dunántúl,2011,75,
HU21,Közép-Dunántúl,2012,75.1,
HU21,Közép-Dunántúl,2013,75.5,
HU21,Közép-Dunántúl,2014,75.8,
HU21,Közép-Dunántúl,2015,75.2,
HU21,Közép-Dunántúl,2016,76,
HU21,Közép-Dunántúl,2017,75.8,
HU21,Közép-Dunántúl,2018,75.9,
HU21,Közép-Dunántúl,2019,76.2,
HU21,Közép-Dunántúl,2020,75.4,
HU22,Nyugat-Dunántúl,2009,75,
HU22,Nyugat-Dunántúl,2010,75.1,
HU22,Nyugat-Dunántúl,2011,75.5,
HU22,Nyugat-Dunántúl,2012,75.4,
HU22,Nyugat-Dunántúl,2013,76.1,
HU22,Nyugat-Dunántúl,2014,76.1,
HU22,Nyugat-Dunántúl,2015,76.5,
HU22,Nyugat-Dunántúl,2016,76.6,
HU22,Nyugat-Dunántúl,2017,76.5,
HU22,Nyugat-Dunántúl,2018,76.7,
HU22,Nyugat-Dunántúl,2019,77.3,
HU22,Nyugat-Dunántúl,2020,76,
HU23,Dél-Dunántúl,2009,74,
HU23,Dél-Dunántúl,2010,74.2,
HU23,Dél-Dunántúl,2011,74.9,
HU23,Dél-Dunántúl,2012,74.9,
HU23,Dél-Dunántúl,2013,75.2,
HU23,Dél-Dunántúl,2014,75.5,
HU23,Dél-Dunántúl,2015,75.2,
HU23,Dél-Dunántúl,2016,75.9,
HU23,Dél-Dunántúl,2017,75.7,
HU23,Dél-Dunántúl,2018,75.9,
HU23,Dél-Dunántúl,2019,76,
HU23,Dél-Dunántúl,2020,75.6,
HU31,Észak-Magyarország,2009,72.9,
HU31,Észak-Magyarország,2010,73.2,
HU31,Észak-Magyarország,2011,73.4,
HU31,Észak-Magyarország,2012,73.7,
HU31,Észak-Magyarország,2013,74.2,
HU31,Észak-Magyarország,2014,74.4,
HU31,Észak-Magyarország,2015,74.5,
HU31,Észak-Magyarország,2016,74.6,
HU31,Észak-Magyarország,2017,74.4,
HU31,Észak-Magyarország,2018,74.4,
HU31,Észak-Magyarország,2019,74.5,
HU31,Észak-Magyarország,2020,73.8,
HU32,Észak-Alföld,2009,73.8,
HU32,Észak-Alföld,2010,74,
HU32,Észak-Alföld,2011,74.7,
HU32,Észak-Alföld,2012,74.9,
HU32,Észak-Alföld,2013,75.4,
HU32,Észak-Alföld,2014,75.3,
HU32,Észak-Alföld,2015,75,
HU32,Észak-Alföld,2016,75.6,
HU32,Észak-Alföld,2017,75.5,
HU32,Észak-Alföld,2018,75.5,
HU32,Észak-Alföld,2019,75.5,
HU32,Észak-Alföld,2020,74.8,
HU33,Dél-Alföld,2009,74.1,
HU33,Dél-Alföld,2010,74.6,
HU33,Dél-Alföld,2011,74.7,
HU33,Dél-Alföld,2012,75,
HU33,Dél-Alföld,2013,75.6,
HU33,Dél-Alföld,2014,75.5,
HU33,Dél-Alföld,2015,75.4,
HU33,Dél-Alföld,2016,75.9,
HU33,Dél-Alföld,2017,75.5,
HU33,Dél-Alföld,2018,76.2,
HU33,Dél-Alföld,2019,76.2,
HU33,Dél-Alföld,2020,75.4,
IE04,Northern and Western,2009,,
IE04,Northern and Western,2010,,
IE04,Northern and Western,2011,,
IE04,Northern and Western,2012,,
IE04,Northern and Western,2013,81.3,
IE04,Northern and Western,2014,81.5,
IE04,Northern and Western,2015,81.7,
IE04,Northern and Western,2016,81.8,
IE04,Northern and Western,2017,82.4,
IE04,Northern and Western,2018,82.6,
IE04,Northern and Western,2019,82.9,
IE04,Northern and Western,2020,82.9,
IE05,Southern,2009,,
IE05,Southern,2010,,
IE05,Southern,2011,,
IE05,Southern,2012,,
IE05,Southern,2013,80.5,
IE05,Southern,2014,80.8,
IE05,Southern,2015,81,
IE05,Southern,2016,80.9,
IE05,Southern,2017,81.7,
IE05,Southern,2018,81.7,
IE05,Southern,2019,82.4,
IE05,Southern,2020,82.5,
IE06,Eastern and Midland,2009,,
IE06,Eastern and Midland,2010,,
IE06,Eastern and Midland,2011,,
IE06,Eastern and Midland,2012,,
IE06,Eastern and Midland,2013,81.3,
IE06,Eastern and Midland,2014,81.8,
IE06,Eastern and Midland,2015,81.7,
IE06,Eastern and Midland,2016,82.2,
IE06,Eastern and Midland,2017,82.3,
IE06,Eastern and Midland,2018,82.5,
IE06,Eastern and Midland,2019,83,
IE06,Eastern and Midland,2020,82.6,
IS00,Ísland,2009,81.8,
IS00,Ísland,2010,81.9,
IS00,Ísland,2011,82.4,
IS00,Ísland,2012,83,
IS00,Ísland,2013,82.1,
IS00,Ísland,2014,82.9,
IS00,Ísland,2015,82.5,
IS00,Ísland,2016,82.2,
IS00,Ísland,2017,82.6,
IS00,Ísland,2018,82.9,
IS00,Ísland,2019,83.2,
IS00,Ísland,2020,83.1,
ITC1,Piemonte,2009,81.7,
ITC1,Piemonte,2010,82.2,
ITC1,Piemonte,2011,82.3,
ITC1,Piemonte,2012,82.4,
ITC1,Piemonte,2013,82.7,
ITC1,Piemonte,2014,83.2,
ITC1,Piemonte,2015,82.5,
ITC1,Piemonte,2016,83.3,
ITC1,Piemonte,2017,83,
ITC1,Piemonte,2018,83,
ITC1,Piemonte,2019,83.3,b
ITC1,Piemonte,2020,81.6,
ITC2,Valle d'Aosta/Vallée d'Aoste,2009,81.9,
ITC2,Valle d'Aosta/Vallée d'Aoste,2010,82.1,
ITC2,Valle d'Aosta/Vallée d'Aoste,2011,82.5,
ITC2,Valle d'Aosta/Vallée d'Aoste,2012,82.7,
ITC2,Valle d'Aosta/Vallée d'Aoste,2013,83,
ITC2,Valle d'Aosta/Vallée d'Aoste,2014,82.9,
ITC2,Valle d'Aosta/Vallée d'Aoste,2015,81.6,
ITC2,Valle d'Aosta/Vallée d'Aoste,2016,83,
ITC2,Valle d'Aosta/Vallée d'Aoste,2017,82.8,
ITC2,Valle d'Aosta/Vallée d'Aoste,2018,82.3,
ITC2,Valle d'Aosta/Vallée d'Aoste,2019,83.6,b
ITC2,Valle d'Aosta/Vallée d'Aoste,2020,81.4,
ITC3,Liguria,2009,81.7,
ITC3,Liguria,2010,82.1,
ITC3,Liguria,2011,82.1,
ITC3,Liguria,2012,82.3,
ITC3,Liguria,2013,82.5,
ITC3,Liguria,2014,83.3,
ITC3,Liguria,2015,82.7,
ITC3,Liguria,2016,83.6,
ITC3,Liguria,2017,83.2,
ITC3,Liguria,2018,83.1,
ITC3,Liguria,2019,83.5,b
ITC3,Liguria,2020,81.9,
ITC4,Lombardia,2009,82.2,
ITC4,Lombardia,2010,82.6,
ITC4,Lombardia,2011,83,
ITC4,Lombardia,2012,82.8,
ITC4,Lombardia,2013,83.5,
ITC4,Lombardia,2014,83.9,
ITC4,Lombardia,2015,83.2,
ITC4,Lombardia,2016,84,
ITC4,Lombardia,2017,83.8,
ITC4,Lombardia,2018,84,
ITC4,Lombardia,2019,84.2,b
ITC4,Lombardia,2020,81.4,
ITF1,Abruzzo,2009,81.3,
ITF1,Abruzzo,2010,82.1,
ITF1,Abruzzo,2011,82.4,
ITF1,Abruzzo,2012,82.6,
ITF1,Abruzzo,2013,82.9,
ITF1,Abruzzo,2014,83.1,
ITF1,Abruzzo,2015,82.7,
ITF1,Abruzzo,2016,83.5,
ITF1,Abruzzo,2017,82.9,
ITF1,Abruzzo,2018,83.6,
ITF1,Abruzzo,2019,83.7,b
